Wavelength,Element,Spectrum
516.867,C,I]
516.87,O,I
516.9249,C,II
516.9578,C,I]
516.9695,C,I]
517.08,O,IV
517.08,O,IV
517.115,C,I
517.174,C,I
517.180,C,I]
517.25,C,III
517.25,C,III
517.25,C,III
517.25,C,III
517.25,C,III
517.25,C,III
517.273,O,III
517.3300,O,III]
517.3523,C,I]
517.357,O,I]
517.394,C,II]
517.433,O,I]
517.433,O,I]
517.462,C,II
517.49806,O,II]
517.528,C,I]
517.57,O,III]
517.57,O,III]
517.57,O,III]
517.677,O,II
517.677,O,II
517.686,O,I]
517.686,O,I]
517.73,C,III
517.730,O,IV]
517.7345,O,II
517.815,O,I]
517.846,C,II]
517.857,C,I]
517.8629,C,I]
518.011,C,I]
518.0644,O,III]
518.13,C,III
518.13,C,III
518.13,C,III
518.13,C,III
518.13,C,III
518.13,C,III
518.13,C,III
518.387,C,I]
518.431,C,II]
518.4571,O,II
518.73704,O,II]
518.896,C,VI
518.90,C,III
518.90,C,III
518.90,C,III
518.90,C,III
518.90,C,III
518.90,C,III
518.90,C,III
518.92,O,I
518.92,O,I
518.925,C,I]
518.93495,O,I]
518.995,O,I]
519.02354,O,I]
519.034,C,II]
519.04,O,IV
519.04,O,IV
519.054,O,I]
519.063,C,II]
519.063,C,II]
519.0992,O,III]
519.121,C,II]
519.1491,O,III]
519.15,O,III
519.17775,O,I]
519.1944,O,II
519.22,O,III]
519.22,O,III]
519.26,O,IV
519.26,O,IV
519.273,C,I]
519.32,O,I
519.325,O,I]
519.375,O,I]
519.44,O,III
519.512,C,I]
519.588,O,I]
519.588,O,I]
519.588,O,I]
519.607,O,I]
519.607,O,I]
519.607,O,I]
519.607,O,I]
519.607,C,I]
519.64,O,IV]
519.725,C,II]
519.803,O,II
519.81712,O,I]
519.826,O,IV]
519.841,O,II
519.86838,O,I]
519.94904,O,I]
519.95729,O,I]
519.97,O,IV
519.981,O,I]
519.995,C,II]
519.995,C,II]
519.995,C,I]
520.01704,O,I]
520.121,O,II]
520.121,C,I]
520.127,O,II
520.161,C,I]
520.177,C,I]
520.2180,C,I]
520.251,O,I]
520.457,C,I]
520.5221,C,II]
520.53,O,IV
520.53,O,IV
520.55196,O,I]
520.55530,O,I]
520.55809,O,I]
520.5649,C,II]
520.602,C,II]
520.643,C,I]
520.7151,C,II]
520.8100,O,II
520.8219,O,III]
520.894,C,III
520.9005,O,I]
520.9005,O,I]
520.9005,O,I]
520.902,C,III
520.902,C,III
520.913,C,III
520.913,C,III
520.913,C,III
520.9432,C,II]
520.97,O,III
520.9948,O,III]
521.012,C,I]
521.017,C,I]
521.0195,C,II]
521.021,O,III]
521.036,O,I]
521.045,C,I]
521.076,O,I]
521.076,O,I]
521.077,O,II
521.15346,O,II]
521.2009,C,II]
521.22553,O,I]
521.22569,O,I]
521.22577,O,I]
521.229,O,I]
521.229,O,I]
521.229,O,I]
521.238,O,IV]
521.238,O,IV]
521.24,O,IV
521.243,C,I]
521.31468,O,I]
521.31490,O,I]
521.31506,O,I]
521.35,O,IV]
521.382,C,I]
521.40,C,III
521.40,C,III
521.40,C,III
521.40,C,III
521.40,C,III
521.40,C,III
521.4099,C,II]
521.441,O,I
521.441,O,I
521.47012,O,I]
521.47026,O,I]
521.47048,O,I]
521.475,O,II
521.530,O,I
521.530,O,I
521.530,O,I
521.5915,C,II]
521.59652,O,I]
521.60623,O,I]
521.61984,O,I]
521.66,O,III]
521.686,O,I
521.686,O,I
521.79,O,III]
521.837,C,II]
521.837,C,II]
521.8567,C,I]
521.939,C,I]
521.961,C,I]
521.961,C,I]
522.05813,O,I]
522.079,O,IV]
522.079,O,IV]
522.19119,O,I]
522.193,C,I]
522.245,O,II
522.30,O,IV]
522.39191,O,I]
522.39382,O,I]
522.39628,O,I]
522.439,O,IV]
522.460,O,I]
522.475,O,II
522.532,C,I]
522.539,O,I]
522.539,O,I]
522.539,O,I]
522.62318,O,II]
522.7301,O,III]
522.771,C,I]
522.778,C,II]
522.778,C,II]
522.860,O,II]
522.87,O,III
522.91,O,I
522.91,O,I
522.9248,C,I]
522.963,O,I]
522.996,O,I]
523.01,O,III]
523.091,C,I]
523.102,C,I]
523.142,O,II
523.162,O,II
523.238,O,I]
523.2427,O,II
523.31,O,IV]
523.378,O,I]
523.392,C,II]
523.43,O,I
523.4374,C,II
523.44,O,IV]
523.471,O,II
523.491,O,II
523.505,O,I]
523.514,C,I]
523.524,O,I]
523.524,O,I]
523.524,O,I]
523.524,O,I]
523.56,O,IV]
523.645,O,I]
523.672,O,I]
523.672,O,I]
523.78,O,I
523.792,O,II
523.811,O,II
523.830,O,II
523.854,C,I]
523.87,O,V
523.9077,O,II]
523.95,O,V
524.0986,C,II
524.266,C,II]
524.266,C,II]
524.31,O,V
524.36,O,V
524.364,O,I]
524.39,O,V
524.416,C,I]
524.447,C,I]
524.473,O,III]
524.5511,C,II
524.612,O,I]
524.612,O,I]
524.612,O,I]
524.6125,C,III
524.614,O,I]
524.717,O,I]
524.717,O,I]
524.83,O,V
524.868,C,I]
524.913,O,II
524.918,O,I]
524.918,O,I]
524.952,O,II
525.04,O,IV]
525.0573,C,III
525.0989,C,II
525.128,C,I]
525.1359,C,II
525.216,C,II]
525.216,C,II]
525.2280,C,I]
525.28,O,IV]
525.28,O,IV]
525.3613,C,II
525.392,O,I]
525.392,O,I]
525.392,O,I]
525.414,O,I]
525.44656,O,I]
525.44700,O,I]
525.44736,O,I]
525.47,O,I
525.470,C,I]
525.5021,C,II
525.5037,C,III
525.5159,C,I]
525.537,O,I]
525.58180,O,I]
525.58216,O,I]
525.58235,O,I]
525.614,O,II
525.65054,O,I]
525.65084,O,I]
525.65128,O,I]
525.704,O,II
525.725,O,I
525.732,O,VIII
525.7552,C,II
525.802,O,I]
525.802,O,I]
525.821,O,I
525.836,C,II]
525.84292,O,I
525.84292,O,I
525.84292,O,I
525.865,O,I
525.866,O,I
525.8699,C,II
525.87,O,IV]
525.882,O,II
525.938,O,I]
525.962,O,I
525.968,O,II
525.97792,O,I
525.97792,O,I
526.036,C,I]
526.04751,O,I
526.04751,O,I
526.0519,C,II
526.057,O,I]
526.077,C,I]
526.077,C,I]
526.1128,C,II
526.1222,C,II
526.152,O,I]
526.160,O,I]
526.160,O,I]
526.160,O,I]
526.214,O,II
526.215,O,II
526.36,O,I
526.403,C,II]
526.403,C,II]
526.446,O,II]
526.577,C,I]
526.6601,C,I]
526.68,O,IV]
526.735,O,II
526.744,O,II
526.748,O,I]
526.748,O,I]
526.748,O,I]
526.748,O,I]
526.834,O,II
526.849,O,I]
526.849,O,I]
526.895,C,VI
526.9756,C,I]
526.9767,O,III
526.985,O,II
527.0414,C,I
527.0912,C,I]
527.1,O,VI
527.154,C,I]
527.203,O,II
527.208,C,II
527.289,O,I]
527.289,O,I]
527.289,O,I]
527.289,O,I]
527.360,C,II]
527.360,C,II]
527.363,O,I]
527.3983,O,II]
527.3989,C,III
527.437,C,I
527.498,C,I]
527.506,C,I
527.597,O,II
527.64351,O,I
527.64351,O,I
527.651,O,II
527.65907,O,I
527.65907,O,I
527.65907,O,I
527.66344,O,I
527.7173,C,I]
527.755,O,II
527.77,O,IV]
527.779,C,I
527.782,O,I]
527.782,O,I]
527.782,O,I]
527.782,O,I]
527.8,O,VI
527.8,O,VI
527.832,C,II
527.84,O,I]
527.84,O,I]
527.871,C,I]
527.90169,O,I]
527.90180,O,I]
527.90205,O,I]
527.91738,O,I]
527.91763,O,I]
527.91794,O,I]
527.92176,O,I]
527.98,O,I]
527.98,O,I]
527.985,C,II]
528.027,O,II]
528.046,O,I]
528.069,C,I]
528.08,O,I]
528.0884,O,I]
528.0884,O,I]
528.0884,O,I]
528.095,O,II]
528.096,C,I
528.125,C,I]
528.143,O,I]
528.15,O,I
528.15,O,I
528.164,O,I]
528.164,O,I]
528.164,O,I]
528.164,O,I]
528.167,C,II
528.1699,C,I
528.216,O,I]
528.216,O,I]
528.231,O,I]
528.284,O,I]
528.294,C,II]
528.294,C,II]
528.304,O,II]
528.304,O,II]
528.3078,C,I]
528.319,O,II
528.32641,O,I]
528.32808,O,I]
528.339,O,II
528.370,C,I
528.378,C,III
528.3868,C,I]
528.451,O,I
528.46126,O,I]
528.502,O,I]
528.502,O,I]
528.502,O,I]
528.502,O,I]
528.528,C,II
528.547,O,I
528.5619,C,II]
528.570,O,I
528.571,O,I
528.58,O,IV]
528.5837,O,III]
528.6,O,VI
528.6,O,VI
528.6211,O,III]
528.6318,C,I]
528.668,O,I
528.6734,C,I
528.6994,C,I]
528.7061,C,II]
528.7433,O,III]
528.789,O,II
528.793,C,II
528.795,C,II
528.80,O,I
528.804,O,I]
528.804,O,I]
528.804,O,I]
528.804,O,I]
528.8479,C,II]
528.857,O,I]
528.857,O,I]
528.857,O,I]
528.857,O,I]
528.860,O,I
528.861,O,I
528.87,O,I]
528.885,C,I
528.9,O,VI
528.97,O,I]
528.9788,C,I]
528.98,O,IV]
528.98,O,IV]
529.0,O,VI
529.0,O,VI
529.0,O,VI
529.01012,O,I]
529.095,O,II
529.128,O,I]
529.128,O,I]
529.128,O,I]
529.128,O,I]
529.148,O,IV
529.155,C,II
529.156,C,II
529.1733,C,I]
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.2,O,VI
529.200,C,VI
529.209,C,I
529.21659,O,I
529.232,C,I
529.2467,C,I
529.250,O,I]
529.250,O,I]
529.252,O,I]
529.258,C,II]
529.258,C,II]
529.2660,C,I
529.27,O,IV]
529.303,C,I
529.394,O,I]
529.394,O,I]
529.394,O,I]
529.394,O,I]
529.3966,C,II]
529.4,O,VI
529.4,O,VI
529.4,O,VI
529.44,O,IV]
529.497,C,I]
529.51703,O,I]
529.51703,O,I]
529.51703,O,I]
529.51924,O,I]
529.51924,O,I]
529.51924,O,I]
529.627,O,I]
529.627,O,I]
529.627,O,I]
529.627,O,I]
529.6338,C,I]
529.671,O,I]
529.689,C,I]
529.6899,C,I]
529.73032,O,I]
529.73032,O,I]
529.73032,O,I]
529.73254,O,I]
529.73254,O,I]
529.740,C,I]
529.763,O,I]
529.806,C,I
529.8089,O,III]
529.8406,C,I
529.867,O,I]
529.867,O,I]
529.887,C,II]
529.89,C,III
529.89,C,III
529.89,C,III
529.89,C,III
529.89,C,III
529.89,C,III
529.8906,O,II
529.908,O,I]
529.913,C,I]
529.924,O,I]
529.966,C,I
529.971,C,II]
529.971,C,II]
530.03617,O,I
530.037,C,I]
530.05187,O,I
530.05629,O,I
530.088,C,I]
530.145,C,I
530.1600,C,I]
530.2025,C,I
530.203,O,III]
530.2345,C,I
530.2966,O,III]
530.354,O,I]
530.3622,C,I]
530.3836,C,I
530.434,C,I
530.446,O,I]
530.450,C,I
530.4511,C,I]
530.4685,O,III]
530.562,C,I
530.5915,O,III]
530.602,C,III
530.613,C,I]
530.636,C,I]
530.641,C,III
530.641,C,III
530.662,O,II
530.664,C,I]
530.698,O,IV
530.701,C,III
530.701,C,III
530.701,C,III
530.778,O,II
530.7791,C,I
530.8306,C,I
530.941,C,II]
530.941,C,II]
530.948,C,I
531.00,O,I]
531.00,O,I]
531.00,O,I]
531.000,O,II
531.047,C,I
531.113,O,II
531.117,O,II
531.283,O,I]
531.283,O,I]
531.285,O,I
531.3099,O,I]
531.3099,O,I]
531.3099,O,I]
531.3652,C,I]
531.4027,O,I]
531.4027,O,I]
531.4027,O,I]
531.43053,O,I]
531.43053,O,I]
531.43053,O,I]
531.43276,O,I]
531.43276,O,I]
531.454,C,I
531.461,O,I]
531.461,O,I]
531.461,O,I]
531.463,O,I
531.463,O,I
531.469,C,II]
531.469,C,II]
531.47815,O,I]
531.484,O,I]
531.493,O,I
531.493,O,I
531.49394,O,I]
531.494,O,I]
531.5644,O,I]
531.5644,O,I]
531.5644,O,I]
531.574,C,II]
531.58,C,III
531.58,C,III
531.58,C,III
531.58,C,III
531.58,C,III
531.58,C,III
531.58,C,III
531.586,O,I
531.586,O,I
531.586,O,I
531.59591,O,I]
531.59591,O,I]
531.59591,O,I]
531.59814,O,I
531.59814,O,I
531.59814,O,I
531.6564,C,I]
531.704,O,I]
531.714,O,I]
531.729,O,I]
531.747,O,I
531.747,O,I
531.761,O,I]
531.761,O,I]
531.761,O,I]
531.763,O,I
531.763,O,I
531.763,O,I
531.77,O,IV]
531.780,O,II
531.805,C,I
531.852,O,II
531.859,O,I]
531.859,O,I]
531.87,O,IV
531.88855,O,I]
531.890,C,I
531.8954,C,I]
531.95810,O,I]
531.95810,O,I]
531.96034,O,I
531.974,O,II
531.989,C,I
531.99965,O,I]
531.99965,O,I]
531.99965,O,I]
532.00188,O,I
532.00188,O,I
532.0946,O,III]
532.096,O,I]
532.111,O,I]
532.148,O,II]
532.192,O,II
532.23,O,IV]
532.2558,C,I]
532.28,O,V
532.345,O,II
532.3513,O,II]
532.384,C,I
532.38920,O,I]
532.38920,O,I]
532.3915,O,III]
532.3983,O,II
532.41125,O,I]
532.41125,O,I]
532.41125,O,I]
532.41349,O,I
532.41349,O,I
532.4363,C,I]
532.445,C,II]
532.445,C,II]
532.44649,O,I]
532.44649,O,I]
532.44649,O,I]
532.475,C,I]
532.525,C,I
532.55073,O,I]
532.55073,O,I]
532.5545,C,I
532.55566,O,I]
532.55566,O,I]
532.55566,O,I]
532.55790,O,I
532.55790,O,I
532.55790,O,I
532.69,O,IV
532.70937,O,I]
532.70937,O,I]
532.70937,O,I]
532.71161,O,I
532.71161,O,I
532.7381,C,I]
532.808,C,II]
532.808,C,II]
532.842,C,I]
532.8650,C,I]
532.88,O,IV
532.88,O,IV
532.88,O,IV
532.8843,C,II]
532.916,O,II
532.916,O,II
532.92,O,IV
532.939,C,I]
533.002,O,I]
533.05779,O,I
533.05816,O,I
533.05893,O,I
533.082,C,II]
533.11,O,IV]
533.11559,O,I
533.11636,O,I
533.11727,O,I
533.194,C,I]
533.2028,C,I]
533.22086,O,I
533.22177,O,I
533.22242,O,I
533.291,C,I]
533.4372,C,II
533.5553,C,II]
533.602,O,I]
533.602,O,I]
533.6273,C,II
533.704,O,II
533.704,O,II
533.72,C,IV
533.72,C,IV
533.72,C,IV
533.777,C,I]
533.778,O,III]
533.790,C,II]
533.790,C,II]
533.845,C,I]
533.86,O,I
533.874,C,I]
533.8880,C,III
534.015,C,II]
534.015,C,II]
534.142,O,V
534.150,C,I
534.22,O,IV
534.2959,C,III
534.386,C,II
534.398,C,II
534.398,C,II
534.4093,C,I]
534.430,C,II]
534.494,O,I]
534.494,O,I]
534.5344,C,I
534.55906,O,II]
534.59,O,IV]
534.661,C,I]
534.708,C,I
534.7368,C,III
534.8251,O,II]
534.886,C,I
534.938,O,II
535.001,C,II]
535.001,C,II]
535.0303,C,III
535.063,C,I
535.078,O,I]
535.104,C,II]
535.104,C,II]
535.109,O,II]
535.1162,C,I]
535.12,O,V
535.175,C,I
535.19,O,IV
535.19,O,V
535.27,O,V
535.301,O,II]
535.4073,C,II]
535.452,O,II]
535.4724,C,III
535.484,O,II
535.507,O,I]
535.54,O,I
535.54,O,I
535.550,O,I]
535.571,O,I]
535.643,C,II]
535.650,C,I
535.70,O,V
535.727,C,I]
535.7880,C,II]
535.85,C,IV
535.85,C,IV
535.85,C,IV
535.85,O,IV
535.875,O,I]
535.955,O,II
535.989,O,II
536.029,O,II
536.08,O,I
536.088,C,II]
536.088,C,II]
536.093,C,II]
536.093,C,II]
536.108,O,II
536.118,O,I]
536.118,O,I]
536.118,O,I]
536.118,O,I]
536.1416,C,III
536.1427,C,II]
536.323,O,II
536.33,O,I
536.400,O,IV
536.45,O,I]
536.45,O,I]
536.494,C,II
536.529,O,II
536.55,O,I]
536.615,C,II
536.619,O,I]
536.619,O,I]
536.619,O,I]
536.619,O,I]
536.619,O,I]
536.65,O,I
536.69,O,IV
536.739,C,II]
536.761,O,II]
536.877,C,II
536.9228,C,II
536.957,C,II
536.983,C,II
536.988,C,I]
536.995,C,II
537.004,C,II
537.03,O,I
537.081,C,II]
537.081,C,II]
537.130,O,II
537.188,C,II
537.191,O,II]
537.204,O,II
537.295,O,I]
537.346,C,I]
537.421,O,V
537.499,C,II
537.499,C,II
537.57,O,VII
537.57,O,VII
537.57,O,VII
537.573,C,II
537.5835,C,I
537.58496,O,II]
537.67,O,I]
537.706,O,II
537.729,C,II]
537.736,O,I]
537.736,O,I]
537.761,O,I]
537.761,O,I]
537.7689,C,III
537.77,O,I]
537.795,O,I]
537.795,O,I]
537.9065,O,II
537.933,O,I]
537.938,C,I]
537.939,C,II
537.952,O,I]
537.985,O,I
537.985,O,I
537.985,O,I
537.993,O,IV
538.035,O,I]
538.042,C,I]
538.045,O,II
538.06,O,I]
538.0848,O,II
538.099,O,I]
538.131,O,I]
538.151,O,I
538.151,O,I
538.151,O,I
538.151,O,I
538.151,O,I
538.170,O,II]
538.172,C,I
538.1761,C,I
538.177,O,I
538.1833,C,I
538.213,O,II]
538.214,O,II
538.22,O,I]
538.246,O,I
538.246,O,I
538.246,O,I
538.246,O,I
538.246,O,I
538.277,O,I
538.32,O,I]
538.32726,O,II]
538.36,O,V
538.460,O,I]
538.473,O,I
538.475,O,I
538.481,O,I
538.483,O,I
538.484,O,I
538.515,C,II
538.585,O,I
538.60079,O,II]
538.699,O,I
538.701,O,I
538.79,O,V
538.7900,O,I]
538.7900,O,I]
538.7900,O,I]
538.802,O,I
538.803,O,I
538.8855,O,I]
538.8855,O,I]
538.8855,O,I]
538.923,O,I
538.923,O,I
538.9734,C,I
539.018,O,I
539.018,O,I
539.018,O,I
539.0517,O,I]
539.0517,O,I]
539.0517,O,I]
539.091,O,I
539.145,O,I]
539.150,O,I]
539.185,O,I
539.185,O,I
539.2359,O,III]
539.32423,O,II]
539.3336,C,I
539.3813,O,III]
539.38960,O,I]
539.4105,O,II
539.418,O,II]
539.42,C,IV
539.42,C,IV
539.42716,O,I]
539.43476,O,I]
539.44841,O,I]
539.49,O,IV]
539.64374,O,I]
539.64852,O,I]
539.65612,O,I]
539.79,O,I]
539.93,O,IV
539.9300,C,I
539.97106,O,I]
539.9737,C,I]
539.9801,O,II
540.00,O,I]
540.01830,O,II]
540.06441,O,II]
540.1271,O,III]
540.14,O,I]
540.17,O,I]
540.31,O,V
540.31,O,I]
540.382,O,I]
540.39,C,III
540.39,C,III
540.39,C,III
540.39,C,III
540.39,C,III
540.39,C,III
540.44604,O,I]
540.49,C,II
540.552,O,II]
540.596,O,II]
540.64966,O,I]
540.656,O,I]
540.763,O,I
540.79,C,IV
540.79,C,IV
540.79,C,IV
540.806,O,I
540.81,C,II
540.863,O,I
540.886,O,II
540.9168,O,III]
540.931,O,I
540.95,C,III
540.95,C,III
540.95,C,III
540.96,O,I]
540.97,O,I]
540.99,C,III
540.99,C,III
541.00984,O,I
541.02009,O,I
541.05,C,III
541.067,O,I
541.06783,O,II]
541.083,O,I]
541.083,O,I]
541.21,C,IV
541.21,C,IV
541.21,C,IV
541.22415,O,I
541.236,O,I
541.23604,O,I
541.248,C,VI
541.25,O,I]
541.255,O,I]
541.26,C,IV
541.26,C,IV
541.26,C,IV
541.260,O,I]
541.29,C,IV
541.29,C,IV
541.29,C,IV
541.29,C,IV
541.29,C,IV
541.29,C,IV
541.30,C,IV
541.30,C,IV
541.30,C,IV
541.30,C,IV
541.30,C,IV
541.30,C,IV
541.30,C,IV
541.30,C,IV
541.30,C,IV
541.30,C,IV
541.30,C,IV
541.30,C,IV
541.31,C,IV
541.31,C,IV
541.31,C,IV
541.3751,O,III]
541.42074,O,I]
541.440,O,I]
541.44027,O,I
541.445,O,I]
541.452,O,I]
541.54,O,IV]
541.58475,O,I]
541.59240,O,I]
541.609,O,V
541.65,O,I
541.694,O,IV]
541.7279,O,II
541.756,O,I]
541.763,O,I]
541.8313,O,II]
541.88368,O,I]
542.003,O,II
542.01147,O,I]
542.0560,O,III]
542.074,O,I]
542.074,O,I]
542.0768,O,II]
542.24,C,IV
542.24,C,IV
542.24,C,IV
542.42622,O,I]
542.43104,O,I]
542.43872,O,I]
542.482,O,I]
542.482,O,I]
542.51789,O,II]
542.5703,C,I]
542.58094,O,I]
542.58862,O,I]
542.666,C,I
542.710,C,I
542.74,O,IV
542.74818,O,I]
542.762,O,I
542.762,O,I
542.762,O,I
542.86,O,IV]
542.8649,C,I]
542.9353,C,I]
542.940,C,I
542.988,O,V
542.992,O,I]
543.0347,O,III]
543.04300,O,I]
543.0592,O,III]
543.1,O,VI
543.1,O,VI
543.2430,C,I
543.26733,O,I]
543.26733,O,I]
543.3188,C,I]
543.424,O,I]
543.500,O,II
543.5164,C,I]
543.5190,O,III]
543.5397,C,I]
543.6549,C,I]
543.66884,O,I
543.72858,O,I
543.750,O,II
543.787,O,I]
543.8,O,VI
543.83728,O,I
543.838,C,I
543.8480,C,I
543.857,O,IV]
543.906,O,I]
543.929,O,I]
543.948,C,II]
544.003,O,I]
544.117,O,II
544.200,O,II]
544.228,C,II
544.228,C,II
544.240,C,II
544.28223,O,II]
544.34,O,IV
544.48351,O,II]
544.531,O,I
544.531,O,I
544.5588,C,I
544.57,O,IV
544.60,O,I]
544.60,O,I]
544.60,O,I]
544.628,O,I
544.628,O,I
544.628,O,I
544.798,O,I
544.798,O,I
544.8003,C,II]
544.811,O,II]
544.901,O,I
544.901,O,I
544.901,O,I
544.9265,C,I
544.99,O,IV
545.023,C,I]
545.088,O,I
545.088,O,I
545.2129,C,I
545.22966,O,I]
545.257,O,II
545.3256,C,I
545.34985,O,I]
545.377,C,I]
545.403,O,I
545.46,O,IV
545.49505,O,I]
545.50,O,I]
545.5165,C,II]
545.5353,C,I
545.53752,O,I]
545.56990,O,I]
545.5880,C,II]
545.60,O,I]
545.650,O,I]
545.6722,C,I]
545.886,O,I]
545.886,O,I]
545.97,O,IV]
545.971,O,I]
546.005,O,I]
546.069,O,I]
546.08740,O,I]
546.08740,O,I]
546.1434,C,I]
546.18,O,I
546.18,O,I
546.224,O,II
546.23932,O,I]
546.26069,O,II]
546.274,C,III
546.274,C,III
546.274,C,III
546.3063,C,II]
546.41,O,III]
546.52,C,IV
546.52,C,IV
546.52,C,IV
546.5213,O,III]
546.75,O,I
546.803,O,I]
546.803,O,I]
546.803,O,I]
546.803,O,I]
546.846,O,II]
546.87647,O,I]
546.8847,C,II]
546.94,O,III]
546.94,O,III]
546.94,O,III]
547.02249,O,I]
547.15,C,IV
547.15,C,IV
547.15,C,IV
547.206,O,VIII
547.26,C,IV
547.26,C,IV
547.26,C,IV
547.26,C,IV
547.26,C,IV
547.26,C,IV
547.264,O,V
547.27,C,IV
547.27,C,IV
547.27,C,IV
547.27,C,IV
547.27,C,IV
547.27,C,IV
547.27,C,IV
547.27,C,IV
547.27,C,IV
547.29,C,IV
547.29,C,IV
547.29,C,IV
547.298,O,II]
547.32,O,IV]
547.4134,O,III]
547.44,C,IV
547.44,C,IV
547.44,C,IV
547.485,O,I]
547.507,O,II]
547.552,O,II]
547.697,O,I]
547.697,O,I]
547.7066,C,II
547.715,O,I]
547.715,O,I]
547.8257,O,III]
547.89,O,IV
547.93209,O,I]
548.0110,C,II
548.0296,C,II]
548.10483,O,I]
548.13,O,I
548.2375,O,III]
548.28,O,I
548.31,O,I
548.32,C,III
548.377,O,I]
548.430,O,I
548.45450,O,II]
548.476,O,I]
548.4904,C,II
548.50,O,III]
548.50,O,III]
548.5349,C,II]
548.602,O,I
548.602,O,I
548.69,O,I
548.701,O,I
548.701,O,I
548.701,O,I
548.7435,C,II
548.80405,O,I
548.82,O,IV
548.87,O,I
548.897,O,I
548.897,O,I
548.921,O,I]
548.963,O,I]
548.997,O,I
548.997,O,I
548.997,O,I
548.9990,C,II
549.01,O,I]
549.0490,C,II
549.057,O,I]
549.070,O,I]
549.09,O,VII
549.1238,C,II]
549.144,O,I]
549.144,O,I]
549.1660,C,II
549.16676,O,I]
549.16709,O,I]
549.16737,O,I]
549.169,O,I
549.169,O,I
549.18,O,I]
549.212,O,I]
549.234,O,I]
549.2888,C,II]
549.31434,O,I]
549.31461,O,I]
549.31473,O,I]
549.33,O,IV]
549.368,O,I]
549.368,O,I]
549.368,O,I]
549.368,O,I]
549.368,O,I]
549.3890,C,II
549.38966,O,I]
549.38991,O,I]
549.39024,O,I]
549.39600,O,I]
549.408,C,III
549.408,C,III
549.4198,C,II
549.42,O,IV]
549.44,O,I
549.44717,O,I
549.44717,O,I
549.44717,O,I
549.45,O,IV
549.5562,C,II
549.59456,O,I
549.59456,O,I
549.61870,O,I]
549.67054,O,I
549.67054,O,I
549.973,O,II]
550.045,C,III
550.211,O,I]
550.2660,C,I]
550.365,O,I]
550.3880,C,II]
550.395,O,I]
550.48,O,IV
550.5883,C,I]
550.61,C,IV
550.61,C,IV
550.61,C,IV
550.6414,C,I]
550.6896,O,III]
550.737,C,I
550.739,C,I
550.8297,C,I
550.9642,C,I]
550.9772,O,III
550.997,O,I
551.0999,C,I
551.144,O,I
551.174,C,I
551.1749,C,I
551.1768,O,III]
551.18,O,IV]
551.2469,C,I]
551.2631,C,I]
551.266,O,I
551.27,O,IV]
551.319,O,I
551.349,O,II
551.358,C,I
551.41334,O,I
551.41334,O,I
551.43034,O,I
551.43034,O,I
551.43034,O,I
551.433,O,I]
551.433,O,I]
551.43511,O,I
551.437,O,I]
551.4579,C,I]
551.47,O,III]
551.4731,C,I
551.478,O,I
551.527,C,I
551.5741,C,II
551.58,O,IV]
551.5866,C,I]
551.653,O,I
551.708,C,I
551.7226,C,I
551.807,O,II
551.816,C,I
551.8191,C,I
551.84876,O,I]
551.84897,O,I]
551.84937,O,I]
551.86599,O,I]
551.86639,O,I]
551.86688,O,I]
551.87078,O,I]
551.878,O,I]
551.8913,C,I]
551.938,O,III]
551.978,O,I]
552.03,C,IV
552.03,C,IV
552.173,C,I
552.21,O,IV]
552.295,O,I]
552.295,O,I]
552.320,O,I]
552.323,O,I
552.323,O,I
552.3257,C,II
552.3467,C,II
552.3736,C,I
552.424,O,I
552.424,O,I
552.424,O,I
552.4816,C,I]
552.5073,C,I
552.55,O,IV]
552.569,C,I
552.598,O,I
552.598,O,I
552.6001,C,I]
552.62,O,IV]
552.7519,C,I
552.8371,C,I
552.8857,C,I
552.9062,C,II]
552.9869,C,I
553.01,C,II]
553.021,C,I]
553.119,C,I
553.1289,C,I]
553.135,O,I]
553.145,O,I]
553.145,O,I]
553.1980,C,II]
553.2164,C,II]
553.23,C,IV
553.23,C,IV
553.2589,O,III]
553.343,O,II
553.3783,C,I
553.4555,C,II]
553.4739,C,II]
553.5082,C,I]
553.5103,C,I
553.5125,C,I
553.548,C,I
553.5796,C,I
553.581,C,I]
553.6210,C,I]
553.6252,C,II]
553.6354,C,I
553.648,C,I]
553.66,C,II]
553.6890,C,II
553.794,O,I]
553.794,O,I]
553.794,O,I]
553.9147,C,II
554.097,O,III]
554.1364,C,I]
554.1449,C,I
554.162,C,I
554.2294,C,I
554.393,O,I]
554.393,O,I]
554.393,O,I]
554.51,C,IV
554.51,C,IV
554.5346,C,I
554.60,O,IV]
554.64,C,III
554.6595,C,I
554.6601,C,I
554.762,O,I]
554.7961,C,I
554.832,C,I
554.864,O,I]
554.8808,C,I
554.937,O,I]
554.937,O,I]
554.937,O,I]
554.9781,C,I
555.0443,C,I
555.141,O,I
555.242,O,I
555.242,O,I
555.2563,C,I
555.289,O,I
555.3118,C,I
555.360,O,I]
555.360,O,I]
555.360,O,I]
555.391,O,I
555.419,O,I
555.419,O,I
555.46,O,I
555.4716,C,I
555.479,O,I]
555.479,O,I]
555.572,C,I
555.572,O,III]
555.587,O,II
555.590,C,I
